movie,reviews,results,gender,age,country
3,"Ms Patty Duke's story about her life and struggles with manic depression were just like my life struggles. I saw myself acting out just like her. I was so amazed at the similarities of our lives to include the sexual abuse that we both endured as children.<br /><br />I saw the movie when it first premiered in 1990 and I have loved this movie so much. Anyone who has struggled with manic depression could get so much from this movie. Never mind about if it showed her awards or what they were for. That is not the issue here. The issue is how Ms Duke had an illness and fought to survive it and overcame. Ms. Duke has much to be proud of in her accomplishments with her struggles for survival of a disease that often leaves many victims without hope.<br /><br />Unless a person has struggled with this illness personally they don't know the hell they have to live with. The movie to me was a success because it showed the real issues and how a person who is depressed and manic acts. It was so real...so, so, real. It was like watching myself up there on screen.<br /><br />I wish I could thank Ms. Patty Duke in person for having the courage to let the public know about her illness. Bocka",1,Female,38,Mexico
5,"I think I can safely say (without really giving anything away), that this movie had no robots in it. The guys in ""robot"" costumes didn't act or speak as such, and the evil entity behind the whole ""plot"" isn't a robot either.<br /><br />The whole thing looks like it was shot in a city park somewhere, with photos dropped in the background when the director needed a custom set. I can't even use words to describe the acting...<br /><br />This couldn't even offer the hilarious ending of ""Star Crystal"". In short, it is clearly one of the worst sci-fi movies of the 80's and I would be so bold as to say ""of all time"".",0,Female,46,Canada
2,"You can see that if the flick ain't directed by his brother, this is the best he can do. And sad to say, his best just doesn't cut it. ""Ice Cream Man"" is a very bizarre horror film, that's a real blast to watch if you're in the right mood. In the wrong mood, it has been known to cause people to lash out violently at loved ones, so please, watch with caution.<br /><br />Clint Howard stars (Does anything really star Clint Howard though?) as the ""evil"" ""psychotic"" ""bizarre"" (Yes all in quotes, he's not quite any of these, but he's getting close) ice cream man, who tortures the local children with bomb pops that are really melty and ice cream that has chopped up humans and dogs in them. Ick.<br /><br />Anyway, the plot's really just an excuse to show of the...well, the...um, well it's a plot. Oh wait, I know! It's an excuse to show off all the loser actor cameos! There's Jan Michael Vincent and Lee Majors II (The sequel?) as cops tracking the elusive man o' ice cream. And even Doug Lleyweln appears as a supermarket clerk.<br /><br />Even better than that, are some of the bizarre goofs in the film. I really like the fact that for some reason, instead of hiring a fat actor to play the unhappy ""fat"" kid of the group, they just make this one kid wearing padding under his clothes. And the entire premise that anyone would by scoops of ice cream from a ice cream man. Who buys ice cream scoops from the ice cream man? Then there's the entire psychiatric ward scene, in which Jan Michael Vincent's acting ranges from mildly interested, to bored beyond the state of consciousness. These are the cops who also scour the Ice Cream Man's place for clues but manage to complete gloss over the ice cream truck (where, of course, the various bodies and such are kept). Oh well, better luck next time troops.<br /><br />Howard himself overacts like he's making sure people two towns over can see and hear him. It's all just plain dumb. And fairly fun to laugh at in the fine tradition of The Pumaman or Gymkata. You'll have a GOOD laugh with the right sense of HUMOR. I love that one.<br /><br />",0,Male,27,United States of America
2,"From what I understand, Fox was embarrassed they released a PG-13 Alien/Predator movie not so long ago. It was not well received by any means.<br /><br />Not exactly sure where to go next, seeing as they thought Anderson was the best director for the franchise and they had produced a true sci-fi gem, Fox turned to it's small, but knowledgeable group of monkeys for answers.<br /><br />These monkeys were by no means veterans of writing sci-fi flicks, but had seen Burton's Planet of the Apes remake and House of the Dead. <br /><br />Their first task: hire actors. Fox gave them a reasonable budget but the monkeys wanted to save the money. They hired fifteen TV actors shortly after.<br /><br />Now, the script. The monkeys wanted to save more of the budget so they wrote the movie themselves. Leaving out important aspects of the two franchises was the easy part. Thinking of great new lines for the general audience to remember years down the line - that was more difficult. They butted heads awhile and came up with a truly award-winning screenplay equipped with cliché characters, idiotic decisions an gaping plot holes.<br /><br />Fox was pleased thus far with the results but wanted to see what was to become of the centerpieces to the film - the aliens and predators. The monkeys again wanted to save money in the budget so they decided to trash the great robotics used in the otherwise terrible AvP original and go with the man-in-the-suit Alien seen in the old films. The actors playing the aliens had trouble fitting into the suits as they weren't properly sized by the monkeys so they jiggled their plastic heads throughout the film with honor. As for the predators, the monkeys decided one predator was enough this time around (again, saving budget) to fight the hordes of aliens that seemingly come out of nowhere. <br /><br />But what about the effects, you ask? Come on now, people. They may be monkeys but they clearly knew CGI would play a key role in the film. Without diving into the budget, the monkeys used a standard Final Cut program and cut and pasted some very nice fire and spark effects throughout. Putting red and green filters over the camera lens provided some excellent Predator visions.<br /><br />The setting was something the monkeys thought long and hard about. If this was to be on Earth, in Colorado of all places, they needed to make it realistic. This was where they admitted they might have made a mistake. See, the monkeys didn't have proper training in this department so they thought turning the lights off in the city and having the movie play out in the dead of night and in the rain was the right thing to do. They simply forgot people like to see the creatures instead of looking at shadows and rain the whole film. To add insult to injury, the monkeys accidentally filmed all the fight scenes incredibly close so no one could see what was fighting or who it was. But again, rookie mistake.<br /><br />The rating. Fox told the monkeys to make the movie R-rated. That was easy. Without showing how many of the injuries or deaths actually happened, the monkeys made a habit of showing the carnage after the fact. It was simple: the viewers got the gore they desired and the monkeys didn't have to film the majority of action shots involving that violence.<br /><br />Some of the actors originally had questions concerning the screenplay. Why does a blue liquid the Predator has endless amounts of magically disintegrate whatever he wants it to and nothing more than that? Why is an ex-convict driving around in a police car the entire movie? Why did the monkeys forget to show a full body shot of the Aliens? Why does a clock play a more memorable role than any of the main characters? The list of questions just kept growing but the monkeys ignored them and finished their masterpiece. <br /><br />Fox was thrilled with their work. So thrilled that they opened the movie nationwide on Christmas Day and even spent a few bucks advertising it the week before it came out. The monkeys had successfully made another installment in these cherished franchises.<br /><br />But some ask, what ever happened to the budget the monkeys forgot to use? They put it towards their next film: Aliens vs. Predator vs. Hulk Hogan. They knew the general public would be upset with the title but they have since released this statement:<br /><br />""To the people- do not worry about our upcoming film. It will be rated R and will have violence.""<br /><br />And everyone lived happily ever after. The end.",0,Male,58,United States of America
5,"""Walking with Dinosaurs"" is absolutely brilliant in every regard. Kenneth Branagh narrates in a way that really makes you want to listen. The script for the documentary really sounds as though the researchers and writers had done their homework, it is so insightful and it does get you hooked and never lets go. The music is also brilliant, very dramatic when it needs to be. But the visual effects and scenery are what makes this documentary work so well. The scenery is breathtaking, and the dinosaurs look so real, thanks to the simply astounding effects. This is so informative with such a good concept and attracts not only adults but kids too.<br /><br />In conclusion, this is a must watch. Not only did I love this, but this is quite possibly the best documentary I have ever seen. If anything, it could have done with being longer, other than that this is perfect. 10/10 Bethany Cox",1,Female,46,Canada
3,"I wandered into this movie after watching the 82-minute ""Borat"" tonight, and left quite disappointed. I was a huge fan of Wallace and Gromit, and routinely go to see animated films. That being said, I found myself nodding off and at one point nearly walked out, but stayed waiting for this film to get better. Never happened.<br /><br />The visuals are stunning and the voice work is top notch, especially in my opinion, that of Kate Winslet and Ian McKellen (I had to remind myself a few times the bulbous headed lizard villain was Gandalf and Magneto). The problem with this movie for me is it's one of those animated features for the ADD-set. It registers after the fact as one zany slapstick routine after another, weighed down by a treacle filled plot that pulls out every stop in an attempt to convey an ""Important Message."" It looks a lot like busted Oscar bait for the animated category, and considering the way it's scoring with critics, I wouldn't be surprised if the Academy gets it wrong and offers up its hardware. But if you're looking for an enjoyable animated feature about rats, take my advice and wait for Ratatouille.",0,Female,36,South Korea
3,"This movie took me by surprise. I first saw it more than 10 years ago, and it stays with me still. It's got it's just plain boring points, and I, personally, would have ended it differently- this has not in the least bit discouraged me from watching it over and over and recommending it to others. The acting is _fantastic_. The cast and director do an amazing job with the script, and anyone who likes 'different' movies, who has the patience to sit and say, ""What the hell is this?"", and allow themselves to be drawn in should give this film a chance. If you just want Alan Rickman to be goofy or to see things explode this is not the movie for you.",1,Male,48,United States of America
1,"I am a big fan of horror movies, and know a lot of info on serial killers. Obviously the director of this one refused to research the film he was creating, because half of the movie was fictional. More than that, the character of Ed Gein was portrayed in the wrong light. I did not rent the movie to worry about the Deputy and his girlfriend Erica. I rented it to watch Ed Gein and his legendary story. This movie was awful, the only reason I gave it a 2 out of 10 is because the gore wasn't too bad. Acting= horrible Actors= sub par Movie= waste of time.<br /><br />A big upset all around, but i wont give up my search for a good horror movie.",0,Female,29,United States of America
1,"It seems like people are attracted to shows that showcase pathetic lives that have no purpose what-so-ever. To me i give my sincerity to NBC for their dire efforts to make new changes in television, making laugh track free shows. They seem to always find big success, like The Office. When I first started to watch it seemed to me that it could have potential to be a smash hit. But after a couple of episodes, I really felt like going to church and donating every penny in my entire bank to pathetic people showcased in these lowlife, poor, disgraceful areas. And the end where they show Earl and the brother in bed together, it just seems to me that this show is trying to show the bad side of life, like street beggars or people who struggle to pay the rent and have no sense of what the real world of normal people in society are like. I just seem to always be disgusted when I watch the filth the people in this show live in. It's like Venice Beach in California, beautiful but so many hobos. Believe me I'm no rich guy, middle class, and not a clean freak either, a bit sloppy, but it just seems to me that the show just can't seem to get off of all the gruesome, schmuck people out there who have one leg. I just wish that they would show a little more class, not all filth and poorness and trailers and just below average life, it just seems to depress me. To me this show is nothing more than a showcase of what not to do in life, what not to be. It also shows me that education is the most important thing you can have because apparently these two don't have an ounce of smarts. This is a schmuck-u-mentary.",0,Female,64,Mexico
2,"Okay. To enjoy this silent comedy short you MUST suspend disbelief concerning the major starting point for the film. If you can't then you'll probably be more likely to score this film a lot lower. Charlie Chase has a HUGE overbite and his wife has a nose large enough to have its own area code. Unknown to each other, they have both been saving to have surgery to correct these defects. Apparently, plastic and dental surgery was better back in the 1920s because neither seemed to have any need to recuperate from these major surgeries and they looked just dandy right away!! Okay, remember I said to ignore this, right?! Okay, well you also have to then ignore the difficult to believe idea that both could then meet and have no idea the other is their spouse. Okay,...now that you allowed yourself to accept these two silly premises, the film gets really, really good.<br /><br />Charlie makes a pass at her and she makes a pass at him. Both are shocked and thrilled because no one has ever really considered them attractive. So, because of this new vanity they agree to go on a date. But, they both sneak back home--not wanting their spouses to know! Anyway, they meet later and are quite attracted to each other. But what about the poor spouses supposedly at home? Well, they both learn that the other is married and both anticipate their marriages will result in divorce because they really want to be with each other! Late in the film, Charlie figures out that the woman really is his wife and he goes through a very funny sequence where he plays both the boyfriend and the old husband--by changing his clothes and putting in false teeth when he plays the hubby! It really is a laugh riot to see him bouncing in and out of the room as he appears to be fighting with another person! You really have to see it to believe it. However, the wife sees an ad with Charlie's before and after photos and knows what's happening. In the end, they both feel pretty foolish!",1,Male,61,Canada
4,"***SPOILERS*** For some strange reason Oliver Stone's ""Talk Radio"" based on the Stephen Singular book ""Talked to Death"" and the films star Eric Bogosian's play, about the 1984 murder of Denver talk show host Alan Berg, has never gotten the recognition that it so rightfully deserved. The 1988 movie was prophetic enough to recognize the underground movement that was developing in the farm and hinterland of America. A movement that spawned, some seven years later, the likes of an angry and disgruntled Gulf War veteran Timothy McVeigh who's hatred for the US governments actions in Wacco Texas lead to his and friend,Terry Nichols, detonation of the US Federal Building in Oklahoma City on April 19, 1995 that took the lives of 168 people, the worst act of terrorism on US soil up to that time. <br /><br />The movie is, as far as I know, the first time that any major branch of the entertainment media mentioned and elaborated on the rural militia novel ""The Turner Diaries"" by the late William L. Pierce, that has since become a chilling underground classic. ""The Turner Diaries"" forecast a domestic and utterly disastrous terrorist attack, like the Oklahoma City bombing, on a US Government Federal facility which was the FBI Building in Washington D.C. <br /><br />Dallas radio station KGAB talk show host Barry Champlain, Eric Bogosian, is the top rated show in the Dallas listening area and is now about to go national. Barry get's his high rating by his razor sharp wit and abusive behavior when he's on the air. Taking on all comers and ducking no issues, no matter how unpopular or taboo they are, has gotten Barry to be the most listened to as well as hated man on radio. Barry being a showman at heart and not thinking that his talk can lead to violence keeps up his abrasiveness to his call-in listeners as his rating go up to the celling. But there are those in the listening audience, mostly ultra right wing types, that don't take too kindly to his in your face attitude. One of them decides to take matters into his on hand at Barry's expense. <br /><br />Powerhouse performance by Eric Bogosian as the tragic Barry Champlain who crossed the line from entertainment to hard reality in his actions on the radio. Thinking that he's not that important to be sought out and murdered for his on the air opinions which is enemies dislike he found out only too late that there are those out there who are crazy enough to do to him on the outside. Also in the movie ""Talk Radio"" is a very young Alic Baldwin as Barry's boss Dan who tries to have him soften his tone but in the end goes along with his talk show style since he's killing the competition not realizing that in the end it's him that he'll end up getting killed. <br /><br />Both Ellen Green and Leslie Hope are the two women in Barry's life his ex-wife Ellen and now lover and talk show producer Laura whom Barry uses to his advantage and almost ends up losing both of them at the same time. The 1988 film ""Talk Radio"" is so far ahead of it's time that even if you watch it now in 2005 you still think that it's too disturbing to be shown to an over sensitive and delicate American public.",1,Male,18,South Korea
2,"This movie is excellent ( i watched the French version ). There are many subplots (which usually detracts from the whole ), but they nicely unfold and concur to the ""discovering of one's real self"" main theme. In fact, the whole movie (besides his background ) is the journey to the discovery of one's ( or someone else's ) self. Is the King really a ""good peacenik monarch"" trying to wage a ""war to end all wars"" or is he just a disturbed, blood thirsty hoodlum? Is he a true king, after all? Is the attendant to the queen mother just a lusty, career-driven, spineless sock puppet or rather a sharp thinking, bold individual? Will the dame/concubine realize who the king truly is? What's between the king and the old chancellor? What's the secret everyone knows but won't tell? What's the true reason the assassin quit his ""job""? Subplots (something i'm not particularly fond of ) are handled well and keep one watching until the end. Scenes are well crafted and CGI fits nicely in, without going overboard. Suspense is properly maintained and actors are upto the task. There is a lot of brain-damaged smiling, but that is how one was supposed to behave at the king's court ( as the dame/concubine complains about ). Realistic movie without superhero moments. This Chinese movie really puts Hollywood cardboard colossals ( Gladiator etc ) to shame.",1,Male,44,Canada
3,"This was a very good film. I didn't go into it with very high expectations and was pleasantly surprised by the acting, the script, and the scenery. Miranda Richardson was fantastic and so was Joan Plowright. They stole the show. But the other actors played their parts wonderfully also. Very enjoyable film.",1,Male,33,Canada
2,"It is nice to see the likes of Oliver Stone, Brian DePalma, Al Pacino, and even Michelle Pfiefer make one monumental piece of cinematic garbage. It is nice to see people so rich and 'successful' wasting their time on one of the most forgettable, trite, and pathetic pieces of film-making of all time. This movie represents the worst of Hollywood.<br /><br />What is this? Is it based on a true story. Well, they do start with some basic news bites and facts that they read off USA today. But then the movie departs to some fantasy world and a 'cuban' refugee going to make it in the American drug subculture; kind of like Rocky on cocaine. Is it a movie about Cuba or Cubans? For the life of me I don't believe there is a single Cuban in this movie. The accents are totally fake, and scene with Antonio's mother looks like a poster for midwest American values. The whole scene looks like something out of the Dick Van Dyke show. Is this movie about Miami? It looks more like L.A. transposed in Florida. Afterall, a palm tree is a palm tree. Is this a romance novel. The relationship between Pacino and Pfeiffer is so obvious from the getgo, and there is not one shred of possibility that these two characters could ever care for each other. Is this a drug movie? Well, no issues of obsession or addiction are even mentioned. The behavior of the actors after a line of coke is nothing different than had they had a drink of water. Admittedly, the acting is terrible.<br /><br />Let's get to the rest. The music is disgusting and sounds like latin elevator music or something out of a Lawrence Welk show. I think I heard a polka? The camera work is shoddy with too much movement and far more cranes than could ever be effective. Clearly, the photography budget was excessive. The sound is bleached in a number of spots, and the dialogue seems to be carried out in a warehouse. The writing is appalling. This is one of those movies were the script writes itself. You are dragged from one trite piece of dialogue to the next, each pushing the plot like a sack of bricks.<br /><br />So I am going to ask, Is this even a movie? It could be a drama series patched together for two and a half hours. But at least a drama series has some kind of focus. Maybe it is just a bunch of poorly acted scenes taped together. Whatever it is, movie or not, it is a piece of crap.",0,Female,46,United States of America
3,"Come on? FANTASTIC DRAMA ON SCREEN? Are you joking folks? I wouldn't put horrible Molly Gross to play even in school play! Where did these people learn acting? Borrowing some papers from their neighbors actor? Terrible plot, awful acting. Heh ... why do you take us for an imbeciles? What can I say more. I understand this is an TV production and the acting is not supposed to be the one from Citizen Kane. But nevertheless they should try it harder in order to earn their money. And apart from that what can be said IN 10 LINES for a simple movie like this? U wanna article in the morning paper? To say what? Worse film in the decade? OK, you want it - you got it!",0,Male,48,Canada
2,"Young Mr.Lincoln is a poetic,beautiful film that captures the myth of one of the most revered figures in American history. Henry Fonda had the difficult task of portraying a mythical figure and at the same time make him human enough for people to care about. It is perhaps the actors best performance.Watch how he singlehandedly stops a lynching-mob.Alice Brady is fantastic in the role of a simple farmer woman.Most of the last part of the film plays out in a courtroom,and there lies the only negative thing I can say about this movie.Most of the characters from judge to spectators are given so many folksy humorously lines that distracts from the serious trial that is on hand.But I'm quite used to this because the humor is a Ford trademark. Supporting parts by Ward Bond and Donald Meek are very good.",1,Male,24,Canada
1,"On the surface TMHS appears to be yet another generic high school drama; but surprisingly hidden away underneath is immense amounts of depth, originality and eccentricities that will not only render it unforgettable to the viewer, but also makes it indisputably one of the best animes that the medium has produced in the last few years.<br /><br />We see the world through the eyes of Kyon, who on his first day of High School meets Haruhi Suzumiya, a girl that boldly claims to the rest of the class she has no interest in 'normal humans' and to top it off casually invites any aliens, time travellers, sliders or espers to meet up with her. Kyon stares in disbelief, wondering if shes joking or has a few screws loose. However defying his gut instincts he begins talking to her. In doing so it soon becomes apparent she isn't some ordinary high schooler. Not to long after, she creates her own aptly named 'SOS Brigade' school club, and drags Kyon amongst other highly unfortunate people to attend.<br /><br />Nothing in this anime conforms to the usual standard conventions, Kyon the protagonist is an overly cynical pessimist, and contributes a witty narration to the show. A far-cry from the usual 2D male leading characters that tends to populate the medium. The episodes themselves are not chronological,and forces the viewer to think about the events unfolding and how they relate to prior instances. This is a stroke of genius; the effect is like a jig-saw puzzle, as a new piece is layed we get more of a sense of the bigger picture. Previous scenes are now given entire new meanings, and the realization of them are profoundly satisfying. This does mean however that it feels dis-jointed (its anything but), a very cleverly written script has bypassed this problem and ensured that it flows smoothly from start to finish.<br /><br />The story itself is strikingly original, but I won't delve further than the simple bare-bones plot outline I gave earlier, as it will no doubt spoil it for you. However what I will mention is the plot incorporates a vast array of genres, ranging from comedy to sci-fi. How they managed to accomplish this in the space of fourteen episodes is beyond me, and no doubt a huge achievement in itself.<br /><br />TMHS is a true gem, which has such diversity and depth that it will appeal to pretty much anyone with an interest in anime. Watch it, rather unusually this is something that lives up to the enormous hype that it has received- and even exceeds it.",1,Female,32,Japan
2,"SPOILERS THROUGHOUT:<br /><br />Not good. The movie differed completely from the book(Not that the book was exactly a classic but it really was very good.)<br /><br />I guess Demi Moore was OK. Actually, I don't really remember to much about her performance one way or the other. However the big disappointment wasn't with Ms. Moore.<br /><br />WHY did whoever did the rewrite decide to suddenly make the millionaire have a heart? (I'm referring to him as ""the millionaire"" because he also had a different name in the movie then the book version-just another change.)<br /><br />People who didn't read the book obviously won't know anything's different but in the BOOK version this guy is much more ruthless as well as complex overall. He is also fascinating. The fact that such a big change was made in the movie alters the whole plot. It was almost like seeing a completely different movie.<br /><br />I know MANY movies vary widely from the books. But I also thought Redford's character was a bit of a wimp. This ISN'T Redford's fault(He's a great actor and could have played ruthless well) but without those qualities he becomes just another dazzled man in love hence the story becomes just another cliché love story involving 1 woman and 2 men. That wasn't really the point of the book.<br /><br />This could have been a lot better. Even if I hadn't read the book version I wouldn't have liked this all that much, but changing so much around definitely takes it, for me, a few points down.",0,Female,32,Canada
1,"I was a bit scared to watch this movie due to its rates. But living in Italy titles like this never ever come across and I love step so much that I decided to give it try. And how surprised I was! The story is different from any other dance-movie I've seen lately, with a deeper meaning than just ""winning"". It's touching and well written and well directed. Raya is such a strong character, I love the fact that she never doubts herself, she's so mature and focused and AWARE of her TALENT (and what talent Rutina Wesley has, my jaw dropped in the final dance scene). The way she pursues her dream and refuses to let anything stop her is, honestly, inspiring. Also, the fact that she's not the typical super-hot chick (see Jessica Alba, Briana Evigan, Jenna Dewan, Zoe Seldana...) makes her really appealing and real. Seriously, why is this movie rated so low? You can understand between the first 5 minutes that it's a good work. Really good actually. I even cried at the end of the movie. And the dancing routines are just sick.",1,Female,56,Japan
2,"I would purchase this and ""Thirty Seconds Over Toyko"" today if available. I also saw this movie after seeing large billboards of Jack Webb in his Dress Blues on the highway at the age of 12.Always admired Jack Weeb as a John Wayne type and American all the way. Almost became a Marine just because of this movie but served instead in the Air Force, Air Force Reserve and Army Reserve for 32 years. Have not seen this movie on TV at all and would love to own it on DVD. At least if it was on TV I would copy it to VHS and use it until available on DVD. I also have a large collection of WWII and Korean War movies and always look for new releases on DVD.",1,Female,64,Europe
5,"Spoiler This movie is about such a concept. Williams will go to any low in order to replay the football game that haunts his life. Russel plays the ex jock who peaked in high school. Finally the under dog get its shot, and Williams can save face, instead of being the clown. A great reverse tragedy. 7/10",1,Male,51,Europe
2,"Barricade finds Alice Faye without any songs as a refugee trying to flee China and without passport. She's in a heap of trouble, I won't say what exactly, and even American extraterritoriality won't help her out.<br /><br />I mention that because one of the grievances that the Chinese including the bandits who attack the American mission in this story set deep in the Chinese interior was that particular institution whereby American citizens who committed crimes were tried by American courts set up by our consulates. We were far from the only country doing that however.<br /><br />Anyway the story opens with her on a train for Shanghai trying to use a hokey Russian accent. The accent intrigues Warner Baxter who's pretty plastered.<br /><br />Bandits however interrupt the journey and the two of them seek refuge in the American consulate presided over by Charles Winninger. He's the best one in the film and I only wish that a better story was given because I liked his character. He's a widower and a proud member of the consular service, appointed in 1900 by William McKinley. He requested a transfer ten years later and that's the last he was heard from. As Assistant Secretary of State Jonathan Hale aptly put it, he's the real forgotten man.<br /><br />Baxter does all right in a role that someone like Clark Gable would have done in his sleep at MGM. The heroics would have come more natural to Gable than to Baxter as the mission is barricaded and defended against the bandits.<br /><br />Alice Faye did have one number to sing. Why Alice's song was cut out, God and Zanuck only know. One thing I'm still trying to figure out is when the mission inhabitants take final refuge in the cellar with a trap door, just who was left upstairs to pull the rug over the cellar door? <br /><br />Barricade had the potential to be a lot better than it was. But sloppy editing and lost faith in the project made 20th Century Fox release a project unfulfilled. Watching Barricade is like eating a badly cooked meal.",0,Female,17,Europe
3,"I've seen this story before but my kids haven't. Boy with troubled past joins military, faces his past, falls in love and becomes a man. The mentor this time is played perfectly by Kevin Costner; An ordinary man with common everyday problems who lives an extraordinary conviction, to save lives. After losing his team he takes a teaching position training the next generation of heroes. The young troubled recruit is played by Kutcher. While his scenes with the local love interest are a tad stiff and don't generate enough heat to melt butter, he compliments Costner well. I never really understood Sela Ward as the neglected wife and felt she should of wanted Costner to quit out of concern for his safety as opposed to her selfish needs. But her presence on screen is a pleasure. The two unaccredited stars of this movie are the Coast Guard and the Sea. Both powerful forces which should not be taken for granted in real life or this movie. The movie has some slow spots and could have used the wasted 15 minutes to strengthen the character relationships. But it still works. The rescue scenes are intense and well filmed and edited to provide maximum impact. This movie earns the audience applause. And the applause of my two sons.",1,Female,61,Canada
2,"Gómez Pereira is the responsible for some of the most despicable comedies of latest Spanish cinema (just take a look at his curriculum vitae), so I didn't expect that much of ""Cosas Que Hacen...""... In fact I don't know why in the world did I decide to watch it. Anyway, I just did... And what a surprise. It looks that Gómez Pereira has finally matured and now he's capable of making a good movie. He's last work deals with the midlife crisis, the disappointing, and the seeking for a second chance after you've ruined it all. The last half hour of the movie (the more dramatic) is the best part, and it just makes worth watching the film. Also we have Eduard Fernandez playing the main role, and I keep on thinking he's the best actor of his generation (by far).<br /><br />*My rate: 7/10",1,Male,60,Europe
2,"Since this picture is classified a ""pure entertainment"" work and since there are already many comments on it, I'd like hereby to address something relevant to the abuse of humour. We can see that Marlon Wayans is playing the joker role in this film. Certainly as long as he has been involved in the casting job, he has always been acting as a little man-an actor can change his customary dress but can hardly change his physical appearance-and the latter one can be an advantage when necessary. However far away from what I expected, I saw an image very disguising, pretending to expose different aspects of the baby life by mistake of a forty-year- old criminal. And with a ridiculous happy ending. So what is the point? Many elements are mixed up, some principal ones are violence, sex and criminal activities, amongst which the story is badly composed and to some extent, lack common sense: where is Vanessa when the peace of her house is violated and her husband's life being pursued? In addition the diamond is even bigger than the world's No.1 Cullinan! But the most sickening facet is the continuous attempt to make up the little man as a superman by showing his physical weak points. And they call it humour. A diamond is precious, hard and fragile; it cannot be cut by any other material but only be conquered by the hot blood of a male goat. Hence it's no more a diamond but pieces of debris.",0,Male,58,Europe
4,"I saw the movie on its North American premiere (July 14, 2004) at the Fantasia Festival. I was slightly disappointed as I had been expecting a more epic, ensemble cast movie along the lines of Musa the Warrior. Instead, the movie concentrated only a much smaller number of characters. Still, the movie was solid, thoughtful and visually intriguing. There were slightly jarring tone shifts from the dominant thoughtful and realistic tone of confused loyalties, intrigue and blood, versus the lighter, more flamboyant, martial arts sequences. It almost seemed as though the filmmakers couldn't make up their minds about whether the movie was supposed to be a martial arts ""flick"" or a historical epic. The story touches nicely on the issue about the need for loyalty versus the need to adapt to new situations. Is it really worth your life and those of your friends to be loyal to one's master or does there come a time when one must submit to the winds of change? Is there perhaps greater courage in leaving the old ways for new ones? How does one decide? These questions are raised in this movie, and ironically, there is the suggestion that the answer given, may in fact be the wrong one!",1,Female,41,South Korea
2,"<br /><br />Filmed just after the war, this story was made in order to highlight Anglo-American relations after the war. It ended up receiving the honour of being the first Royal Premiere after WWII.<br /><br />Remarkably the film tangles together the Royal Air Force, Sigmund Freud Psychology, the Founding fathers of America and various others up the long stairs (special effects in its infancy) and beyond the heavenly gates without losing any of its integrity. <br /><br />Although sounding absurd, this clever script leads and dances the viewer between heaven and earth with the skill of a mountain goat and a presents a charming ease rarely matched in cinema since. <br /><br />Be prepared to have your heart warmed by this sweet, innocent and charming love story. Roger Livesey acts like a man possessed to steal the show!!!! <br /><br />British Cinema should cry when it remembers how good it used to be in those early post war years.<br /><br />",1,Male,39,Japan
1,"Freddy Krueger the dream stalker from elm street returns,the great character actor Robert englund is back in this sequel of nightmare 5, dream child.i hope i got the number correctly.there's been so many,and this one is one of the best,especially for the cameos by;Rosanne Barr (then Arnold)tom Arnold,johnny depp,(who did the very first nightmare in 84)alice cooper(singer)you will see Freddy as a tormented child,a teenager who loves pain,and as a family guy(creepy)the effects are very funny and creative,the cast also includes Lisa Zane(Billy's sister) breckin Meyer(road trip)yaphet kotto(alien,live and let die)and Amanda Donahue(father knows best)i was one of the people 3who saw this in 3d,well the ending.i love 3d movies.i missed the first 3d wave in 1953(i wasn't even born yet)the second wave was in 1983.i like all the Freddy movies.this one stands out as one of the better ones not counting the first which was absolutely brilliant,Freddy became the new monster of the 80s and 90s,along with Jason voorhees,chucky,Micheal myers,and leather face.can you imagine a film with all of them?i recommend this to all Freddy fans and horror fans alike.that Freddy is such a cut up.8 out of 10.",1,Female,47,South Korea
5,"Blank Check is easily one of the worst films of the nineties. The plot is completely pointless; its overtones of lonliness are pathetic. Do you really believe a twelve year old acting as a personal assistant for a millionaire could accomplish everything in this film, like buying a mansion for a mere $300 grand. The notion, let alone the bargain-basement price, will only be believed by the most gullible viewers. Please, respect your intelligence and don't watch this awful, awful film.",0,Male,46,Japan
5,"Is Miike like Chabrol, alternating art with dreck, sometimes confusing the two? Does he match the fifty/fifty rate some claim for Chabrol? Do we see here too much or too little Miike? I don't know. I don't know. I don't know. But I could easily fill ten lines just citing Chakushin ari's (One Missed Call's) steals, allusions, and clichés. Others here will hit on most of them, though not perhaps Ochiai's Saimin (Hypnosis) for the sleazy telecast taunting things supernatural. Only once, when Yumi takes the zombie-like mother in her arms, did One Missed Call startle me a little.<br /><br />One other point of interest: Renji Ishibashi (looks like Christopher Walken) as the detective. Ishibashi in Audition's abusive back story, and as Dead or Alive's Boss Aoki of the vat of excrement drowning and more, may be the most convincingly evil character actor I've ever seen. So here he's a cop.",0,Female,40,Mexico
4,"Romantic comedy movies are definitely the most fertile genre for ""bellow from average"" movies and source of frustration for viewers. This one is a perfect example of this and got a place in my ""top ten worst movies"".<br /><br />History is far from creative and jokes are weak. I found no reason for a single laugh during all the movie! Characters are plain and the performance of the actors and just good. History develops slowly, it's tedious and foreseeable. Ending is also foreseeable and sugar-coated.<br /><br />This is one that movies you watch in a rainy Saturday afternoon when you have nothing better to watch in my humble opinion.",0,Male,48,South Korea
